City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
465,Kambove,CD,61.47,light rain,-10.8764,26.5969,Couvant des soeurs catholiques
466,Amalapuram,IN,73.69,broken clouds,16.5833,82.0167,swayamprabha service apartments
467,Moanda,GA,84.43,moderate rain,-1.5575,13.2178,Heliconia Stadium Moanda
468,Paracuru,BR,82.11,moderate rain,-3.41,-39.0306,Hotel Vento Brasil
469,Sawakin,SD,73.17,clear sky,19.1059,37.3321,فندق الدويم
470,Jacareacanga,BR,80.94,light rain,-6.2222,-57.7528,Casa do Ian😎
471,Almonte,ES,64.44,overcast clouds,37.2647,-6.5167,Casa Halcon
472,Junin,AR,89.8,broken clouds,-34.5838,-60.9433,Hotel Central
473,Parakai,NZ,63.72,moderate rain,-36.65,174.4333,Parkhurst B&B
481,Aracati,BR,84.81,moderate rain,-4.5617,-37.7697,Motel Pousada Milleniun - Aracati-CE
483,Olinda,BR,85.73,scattered clouds,-8.0089,-34.8553,Flat Quatro Rodas Olinda
484,Keta,GH,86.22,overcast clouds,5.9179,0.9879,A&Y Wild Camp Ghana
485,Ewa Beach,US,74.7,broken clouds,21.3156,-158.0072,Base Lodging
486,Paka,MY,76.98,broken clouds,4.6374,103.4368,RUMBIA RESORT VILLA Paka Terengganu
489,Myitkyina,MM,70.81,clear sky,25.3833,97.4,Shwe Phyu Hotel
490,Tubmanburg,LR,82.04,broken clouds,6.8708,-10.8172,LITTLE WAY GUEST HOUSE
492,Santa Cruz Cabralia,BR,84.43,scattered clouds,-16.2781,-39.0247,Puerto Princesa Inn
495,Liverpool,GB,55.65,clear sky,53.4106,-2.9779,Premier Inn Liverpool City Centre (Moorfields) hotel
496,Mahajanga,MG,82.42,few clouds,-15.7167,46.3167,Restaurant Greedy Coco Lodge Majunga
497,Taunton,GB,55.51,broken clouds,51.0211,-3.1047,The Castle Hotel
499,Alexandria,EG,59.54,scattered clouds,31.2156,29.9553,Royal Crown Hotel
501,Kavaratti,IN,83.01,broken clouds,10.5669,72.642,Hotels in Lakshadweep Islands
503,Srandakan,ID,78.33,light rain,-7.9386,110.2506,Puri Brata
505,Kuching,MY,79.02,few clouds,1.55,110.3333,Hilton Kuching
508,Vila Franca Do Campo,PT,61.21,overcast clouds,37.7167,-25.4333,Pestana Bahia Praia
510,Nelson Bay,AU,71.01,overcast clouds,-32.7167,152.15,Mantra Nelson Bay
511,Houma,US,73.99,clear sky,29.5958,-90.7195,Courtyard by Marriott Houma
512,El Tigre,VE,85.84,broken clouds,8.8875,-64.2454,Hotel Santa Cruz
513,Evans,US,66.02,overcast clouds,33.5337,-82.1307,Evans hide out
516,Sibolga,ID,75.49,overcast clouds,1.7427,98.7792,Hotel Syariah CN Darussalam
518,Filadelfia,US,57.06,mist,39.9523,-75.1638,"The Ritz-Carlton, Philadelphia"
523,Bubaque,GW,75.99,few clouds,11.2833,-15.8333,"Casa Dora, Bubaque"
524,Itoman,JP,72.37,moderate rain,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
525,Quatre Cocos,MU,77.09,few clouds,-20.2078,57.7625,Sunrise Attitude Hotel
528,Barra,BR,88.2,light rain,-11.0894,-43.1417,Motel Albatroz
529,Broome,US,61.57,overcast clouds,42.2506,-75.833,Chenango Valley State Park
530,Neiafu,TO,77.68,light rain,-18.65,-173.9833,Mystic Sands Beachfront Accommodation
532,Tanete,ID,75.69,overcast clouds,-3.9443,119.7848,Wisma Tri Multi
536,Sechura,PE,86.49,broken clouds,-5.5569,-80.8222,Hospedaje Costa Bella
538,Banda Aceh,ID,76.51,light rain,5.5577,95.3222,OYO 884 Rumoh PMI Hotel
539,Natchez,US,73.26,clear sky,31.5604,-91.4032,Hampton Inn & Suites Natchez
541,Ambon,ID,78.94,scattered clouds,-3.6954,128.1814,Swiss-Belhotel Ambon
